DateTime,Calsada,Bato,Buhi,Ombao,Camaligan,Balongay,Sipocot
2025-05-04 05,0.69,NaN,0.11,-0.22,-0.36,NaN,-0.54 
2025-05-04 06,0.65,NaN,0.12,-0.22,-0.27,NaN,-0.55 
2025-05-04 07,0.58,NaN,0.13,-0.22,-0.14,NaN,-0.55 
2025-05-04 08,0.59,NaN,0.12,-0.22,0.09,NaN,-0.54 
2025-05-04 09,0.60,NaN,0.12,-0.22,0.42,NaN,-0.54 
2025-05-04 10,0.60,NaN,0.12,-0.22,0.52,NaN,-0.53 
2025-05-04 11,0.60,NaN,0.12,-0.22,0.54,NaN,-0.53 
2025-05-04 12,0.60,NaN,0.12,-0.22,0.48,NaN,-0.52 
2025-05-04 13,0.59,NaN,0.12,-0.22,0.26,NaN,-0.49 
2025-05-04 14,0.58,NaN,0.12,-0.22,0.06,NaN,-0.49 
2025-05-04 15,0.59,NaN,0.12,-0.21,-0.07,NaN,-0.49 
2025-05-04 16,0.60,NaN,0.12,-0.21,-0.28,NaN,-0.49 
2025-05-04 17,0.68,NaN,0.14,-0.21,-0.54,NaN,-0.50 
2025-05-04 18,0.87,NaN,0.18,-0.21,-0.76,NaN,-0.51 
2025-05-04 19,0.95,NaN,0.15,-0.21,-0.89,NaN,-0.52 
2025-05-04 20,1.20,NaN,0.15,-0.20,-0.80,NaN,-0.53 
2025-05-04 21,1.50,NaN,0.15,-0.20,-0.50,NaN,-0.54 
2025-05-04 22,1.58,NaN,0.15,-0.20,0.03,NaN,-0.54 
2025-05-04 23,1.53,NaN,0.15,-0.20,0.27,NaN,-0.55 
2025-05-05 00,1.34,NaN,0.15,-0.20,0.33,NaN,-0.55 
2025-05-05 01,1.23,NaN,0.16,-0.19,0.33,NaN,-0.56 
2025-05-05 02,1.13,NaN,0.16,-0.19,0.34,NaN,-0.56 
2025-05-05 03,1.07,NaN,0.16,-0.18,0.27,NaN,-0.56 
2025-05-05 04,1.02,NaN,0.16,-0.18,0.09,NaN,-0.57 
2025-05-05 05,0.99,NaN,0.16,-0.17,-0.15,NaN,-0.57 
2025-05-05 06,0.96,NaN,0.16,-0.15,-0.25,NaN,-0.57 
2025-05-05 07,0.93,NaN,0.16,-0.13,-0.32,NaN,-0.57 
2025-05-05 08,0.91,NaN,0.16,-0.11,-0.37,NaN,-0.57 
2025-05-05 09,0.89,NaN,0.16,-0.09,-0.10,NaN,-0.57 
2025-05-05 10,0.87,NaN,0.16,-0.07,0.20,NaN,-0.56 
2025-05-05 11,0.85,NaN,0.16,-0.05,0.33,NaN,NaN 
2025-05-05 12,0.81,NaN,0.16,-0.03,0.41,NaN,-0.52 
2025-05-05 13,0.79,NaN,0.16,-0.01,0.33,NaN,-0.50 
2025-05-05 14,0.77,NaN,0.16,0.00,0.17,NaN,-0.49 
2025-05-05 15,0.76,NaN,0.16,0.02,0.17,NaN,-0.49 
2025-05-05 16,0.75,NaN,0.16,0.03,0.14,NaN,-0.50 
2025-05-05 17,0.75,NaN,0.16,0.04,-0.10,NaN,-0.51 
2025-05-05 18,0.76,NaN,0.16,0.05,-0.36,NaN,-0.52 
2025-05-05 19,0.76,NaN,0.15,0.05,-0.67,NaN,-0.52 
2025-05-05 20,0.75,NaN,0.15,0.06,-0.88,NaN,-0.53 
2025-05-05 21,0.75,NaN,0.15,0.06,-0.82,NaN,-0.53 
2025-05-05 22,0.74,NaN,0.15,0.07,-0.49,NaN,-0.54 
2025-05-05 23,0.73,NaN,0.14,0.07,0.06,NaN,-0.54 
2025-05-06 00,0.73,NaN,0.14,0.08,0.27,NaN,-0.55 
2025-05-06 01,0.73,NaN,0.14,0.08,0.37,NaN,-0.56 
2025-05-06 02,0.72,NaN,0.14,0.08,0.38,NaN,-0.56 
2025-05-06 03,0.71,NaN,0.14,0.08,0.43,NaN,-0.56 
2025-05-06 04,0.70,NaN,0.13,0.08,0.45,NaN,-0.57 
2025-05-06 05,0.70,NaN,0.13,0.09,0.19,NaN,-0.57 
2025-05-06 06,0.71,NaN,0.13,0.08,-0.09,NaN,-0.57 
2025-05-06 07,0.71,NaN,0.13,0.08,-0.28,NaN,NaN 
2025-05-06 08,0.72,NaN,0.13,0.08,-0.49,NaN,-0.58 
2025-05-06 09,0.71,NaN,0.13,0.08,-0.55,NaN,-0.59 
2025-05-06 10,0.71,NaN,0.13,0.08,-0.35,NaN,-0.59 
2025-05-06 11,0.75,NaN,0.13,0.08,0.02,NaN,-0.59 
2025-05-06 12,0.73,NaN,0.13,0.08,0.22,NaN,-0.59 
2025-05-06 13,0.72,NaN,0.13,0.08,0.33,NaN,-0.59 
2025-05-06 14,0.70,NaN,0.13,0.08,0.29,NaN,-0.57 
2025-05-06 15,0.71,NaN,0.13,0.08,0.29,NaN,-0.57 
2025-05-06 16,0.89,NaN,0.13,0.08,0.36,NaN,-0.57 
2025-05-06 17,1.02,NaN,0.13,0.08,0.28,NaN,-0.58 
2025-05-06 18,1.01,NaN,0.13,0.08,-0.03,NaN,-0.58 
2025-05-06 19,0.97,NaN,0.13,0.07,-0.32,NaN,-0.59 
2025-05-06 20,0.92,NaN,0.13,0.07,-0.65,NaN,-0.59 
2025-05-06 21,0.89,NaN,0.13,0.07,-0.88,NaN,-0.60 
2025-05-06 22,0.86,NaN,0.13,0.07,-0.82,NaN,NaN 
2025-05-06 23,0.83,NaN,0.13,0.07,-0.50,NaN,-0.59 
2025-05-07 00,0.80,NaN,0.13,0.07,0.13,NaN,-0.56 
2025-05-07 01,0.78,NaN,0.13,0.07,0.30,NaN,-0.49 
2025-05-07 02,0.76,NaN,0.13,0.07,0.47,NaN,-0.41 
2025-05-07 03,0.75,NaN,0.12,0.08,0.56,NaN,-0.33 
2025-05-07 04,0.74,NaN,0.12,0.08,0.61,NaN,-0.29 
2025-05-07 05,0.74,NaN,0.12,0.08,0.60,NaN,-0.26 
2025-05-07 06,0.73,NaN,0.12,0.08,0.33,NaN,-0.25 
2025-05-07 07,0.74,NaN,0.12,0.08,-0.04,NaN,-0.26 
2025-05-07 08,0.74,NaN,0.12,0.08,-0.33,NaN,-0.28 
2025-05-07 09,0.74,NaN,0.13,0.08,-0.60,NaN,-0.31 
2025-05-07 10,0.73,NaN,0.13,0.08,-0.65,NaN,-0.33 
2025-05-07 11,0.72,NaN,0.13,0.08,-0.44,NaN,-0.35 
2025-05-07 12,0.71,NaN,0.13,0.08,-0.04,NaN,-0.38 
2025-05-07 13,0.69,NaN,0.13,0.08,0.20,NaN,-0.40 
2025-05-07 14,0.69,NaN,0.12,0.08,0.33,NaN,-0.42 
2025-05-07 15,0.68,NaN,0.12,0.08,0.34,NaN,-0.44 
2025-05-07 16,0.67,NaN,0.12,0.08,0.49,NaN,-0.45 
2025-05-07 17,0.69,NaN,0.12,0.08,0.61,NaN,-0.47 
2025-05-07 18,0.78,NaN,0.12,0.08,0.46,NaN,-0.48 
2025-05-07 19,0.80,NaN,0.12,0.08,0.04,NaN,-0.47 
2025-05-07 20,0.83,NaN,0.12,0.08,-0.26,NaN,NaN 
2025-05-07 21,0.83,NaN,0.11,0.08,-0.61,NaN,-0.46 
2025-05-07 22,0.82,NaN,0.11,0.08,-0.83,NaN,-0.45 
2025-05-07 23,0.80,NaN,0.11,0.08,-0.70,NaN,NaN 
2025-05-08 00,0.79,NaN,0.11,0.08,-0.19,NaN,-0.44 
2025-05-08 01,0.76,NaN,0.11,0.08,0.16,NaN,-0.44 
2025-05-08 02,0.76,NaN,0.10,0.08,0.45,NaN,NaN 
2025-05-08 03,0.75,NaN,0.10,0.08,0.62,NaN,-0.44 
2025-05-08 04,0.76,NaN,0.10,0.08,0.68,NaN,-0.44 
2025-05-08 05,0.78,NaN,0.10,0.08,0.70,NaN,-0.42 
2025-05-08 06,0.79,NaN,0.10,0.09,0.54,NaN,NaN 
2025-05-08 07,0.79,NaN,0.10,0.09,0.21,NaN,NaN 
2025-05-08 08,0.78,NaN,0.10,0.09,-0.15,NaN,NaN 
2025-05-08 09,0.77,NaN,0.10,0.09,-0.44,NaN,-0.28 
2025-05-08 10,0.76,NaN,0.10,0.09,-0.70,NaN,NaN 
2025-05-08 11,0.75,NaN,0.10,0.09,-0.79,NaN,-0.30 
2025-05-08 12,0.73,NaN,0.10,0.09,-0.64,NaN,-0.32 
2025-05-08 13,0.72,NaN,0.10,0.09,-0.09,NaN,-0.33 
2025-05-08 14,0.70,NaN,0.10,0.09,0.27,NaN,-0.35 
2025-05-08 15,0.69,NaN,0.10,0.09,0.44,NaN,-0.37 
2025-05-08 16,0.69,NaN,0.10,0.09,0.56,NaN,-0.39 
2025-05-08 17,0.69,NaN,0.10,0.09,0.62,NaN,-0.40 
2025-05-08 18,0.69,NaN,0.10,0.09,0.56,NaN,-0.41 
2025-05-08 19,0.69,NaN,0.09,0.09,0.36,NaN,-0.42 
2025-05-08 20,0.70,NaN,0.09,0.09,0.02,NaN,-0.43 
2025-05-08 21,0.71,NaN,0.09,0.09,-0.32,NaN,-0.45 
2025-05-08 22,0.71,NaN,0.09,0.09,-0.66,NaN,NaN 
2025-05-08 23,0.71,NaN,0.09,0.09,-0.88,NaN,NaN 
2025-05-09 00,0.69,NaN,0.08,0.09,-0.73,NaN,-0.48 
2025-05-09 01,0.69,NaN,0.08,0.09,-0.13,NaN,-0.49 
2025-05-09 02,0.69,NaN,0.08,0.09,0.31,NaN,NaN 
2025-05-09 03,0.69,NaN,0.08,0.09,0.59,NaN,-0.51 
2025-05-09 04,0.69,NaN,0.08,0.09,0.70,NaN,-0.52 
2025-05-09 05,0.70,NaN,0.08,0.09,0.76,NaN,-0.52 
2025-05-09 06,0.70,NaN,0.08,0.09,0.75,NaN,-0.50 
2025-05-09 07,0.71,NaN,0.08,0.08,0.47,NaN,-0.49 
2025-05-09 08,0.71,NaN,0.07,0.08,0.07,NaN,NaN 
2025-05-09 09,0.70,NaN,0.08,0.08,-0.25,NaN,-0.51 
2025-05-09 10,0.70,NaN,0.07,0.08,-0.57,NaN,-0.53 
2025-05-09 11,0.69,NaN,0.08,0.08,-0.85,NaN,-0.54 
2025-05-09 12,0.68,NaN,0.08,0.08,-0.90,NaN,-0.55 
2025-05-09 13,0.67,NaN,0.09,0.08,-0.72,NaN,-0.55 
2025-05-09 14,0.66,NaN,0.08,0.08,-0.15,NaN,-0.56 
2025-05-09 15,0.65,NaN,0.08,0.08,0.27,NaN,-0.56 
2025-05-09 16,0.64,NaN,0.08,0.08,0.57,NaN,-0.56 
2025-05-09 17,0.65,NaN,0.08,0.07,0.69,NaN,NaN 
2025-05-09 18,0.65,NaN,0.08,0.07,0.66,NaN,-0.56 
2025-05-09 19,0.66,NaN,0.07,0.07,0.46,NaN,-0.55 
2025-05-09 20,0.66,NaN,0.07,0.07,0.20,NaN,-0.54 
2025-05-09 21,0.66,NaN,0.07,0.07,-0.13,NaN,NaN 
2025-05-09 22,0.66,NaN,0.06,0.07,-0.41,NaN,-0.57 
2025-05-09 23,0.66,NaN,0.06,0.06,-0.71,NaN,-0.58 
2025-05-10 00,0.66,NaN,0.06,0.07,-0.87,NaN,NaN 
2025-05-10 01,0.65,NaN,0.06,0.06,-0.79,NaN,-0.59 
2025-05-10 02,0.65,NaN,0.05,0.06,0.03,NaN,-0.59 
2025-05-10 03,0.65,NaN,0.05,0.06,0.47,NaN,-0.59 
2025-05-10 04,0.65,NaN,0.05,0.06,0.74,NaN,-0.59 
2025-05-10 05,0.65,NaN,0.05,0.06,0.82,NaN,-0.60 
2025-05-10 06,0.66,NaN,0.05,0.06,0.78,NaN,-0.58 
2025-05-10 07,0.66,NaN,0.05,0.06,0.57,NaN,-0.54 
2025-05-10 08,0.66,NaN,0.05,0.06,0.24,NaN,NaN 
2025-05-10 09,0.66,NaN,0.05,0.06,-0.07,NaN,NaN 
2025-05-10 10,0.66,NaN,0.05,0.06,-0.43,NaN,NaN 
2025-05-10 11,0.65,NaN,0.05,0.06,-0.75,NaN,-0.60 
2025-05-10 12,0.64,NaN,0.05,0.05,-1.00,NaN,-0.60 
2025-05-10 13,0.63,NaN,0.05,0.05,-1.04,NaN,-0.61 
2025-05-10 14,0.61,NaN,0.05,0.05,-0.85,NaN,-0.61 
2025-05-10 15,0.61,NaN,0.05,0.05,0.00,NaN,-0.61 
2025-05-10 16,0.61,NaN,0.05,0.05,0.41,NaN,-0.61 
2025-05-10 17,0.61,NaN,0.05,0.05,0.65,NaN,-0.61 
2025-05-10 18,0.61,NaN,0.05,0.05,0.71,NaN,-0.61 
2025-05-10 19,0.62,NaN,0.04,0.05,0.65,NaN,-0.60 
2025-05-10 20,0.63,NaN,0.04,0.05,0.40,NaN,-0.58 
2025-05-10 21,0.63,NaN,0.04,0.04,0.11,NaN,-0.59 
2025-05-10 22,0.64,NaN,0.04,0.04,-0.21,NaN,-0.60 
2025-05-10 23,0.64,NaN,0.04,0.04,-0.54,NaN,-0.61 
2025-05-11 00,0.63,NaN,0.04,0.04,-0.79,NaN,NaN 
2025-05-11 01,0.63,NaN,0.03,0.04,-0.86,NaN,-0.61 
2025-05-11 02,0.63,NaN,0.03,0.04,-0.65,NaN,-0.62 
2025-05-11 03,0.63,NaN,0.03,0.04,0.25,NaN,NaN 
2025-05-11 04,0.63,NaN,0.03,0.04,0.61,NaN,-0.62 
2025-05-11 05,0.63,NaN,0.03,0.04,0.80,NaN,NaN 
2025-05-11 06,0.63,NaN,0.03,0.04,0.82,NaN,NaN 
2025-05-11 07,0.63,NaN,0.03,0.03,0.70,NaN,-0.58 
2025-05-11 08,0.64,NaN,0.03,0.03,0.42,NaN,NaN 
2025-05-11 09,0.65,NaN,0.03,0.03,0.07,NaN,-0.57 
2025-05-11 10,0.66,NaN,0.03,0.03,-0.27,NaN,-0.59 
2025-05-11 11,0.65,NaN,0.03,0.03,-0.61,NaN,-0.61 
2025-05-11 12,0.63,NaN,0.03,0.03,-0.91,NaN,-0.62 
2025-05-11 13,0.62,NaN,0.03,0.03,-1.10,NaN,-0.62 
2025-05-11 14,0.58,NaN,0.03,0.03,-1.03,NaN,-0.62 
2025-05-11 15,0.51,NaN,0.03,0.03,-0.77,NaN,-0.62 
2025-05-11 16,0.47,NaN,0.03,0.03,0.17,NaN,-0.62 
2025-05-11 17,0.48,NaN,0.03,0.03,0.55,NaN,NaN 
2025-05-11 18,0.50,NaN,0.03,0.02,0.72,NaN,-0.63 
2025-05-11 19,0.52,NaN,0.03,0.02,0.75,NaN,-0.63 
2025-05-11 20,0.54,NaN,0.03,0.02,0.65,NaN,-0.61 
2025-05-11 21,0.55,NaN,0.02,0.02,0.31,NaN,NaN 
2025-05-11 22,0.56,NaN,0.02,0.02,-0.04,NaN,-0.60 
2025-05-11 23,0.56,NaN,0.02,0.02,-0.37,NaN,-0.61 
2025-05-12 00,0.56,NaN,0.02,0.02,-0.65,NaN,NaN 
2025-05-12 01,0.56,NaN,0.02,0.02,-0.80,NaN,NaN 
2025-05-12 02,0.56,NaN,0.02,0.02,-0.60,NaN,NaN 
2025-05-12 03,0.56,NaN,0.02,0.02,-0.02,NaN,NaN 
2025-05-12 04,0.56,NaN,0.01,0.02,0.47,NaN,-0.63 
2025-05-12 05,0.57,NaN,0.01,0.02,0.76,NaN,-0.63 
2025-05-12 06,0.58,NaN,0.01,0.02,0.86,NaN,-0.63 
2025-05-12 07,0.59,NaN,0.01,0.02,0.85,NaN,-0.62 
2025-05-12 08,0.59,NaN,0.01,0.02,0.62,NaN,NaN 
2025-05-12 09,0.60,NaN,0.01,0.02,0.26,NaN,-0.56 
2025-05-12 10,0.57,NaN,0.01,0.02,-0.09,NaN,-0.58 
2025-05-12 11,0.52,NaN,0.01,0.02,-0.44,NaN,-0.60 
2025-05-12 12,0.51,NaN,0.01,0.02,-0.76,NaN,-0.62 
2025-05-12 13,0.52,NaN,0.01,0.02,-1.01,NaN,-0.62 
2025-05-12 14,0.51,NaN,0.01,0.02,-1.11,NaN,NaN 
2025-05-12 15,0.51,NaN,0.01,0.02,-0.84,NaN,NaN 
2025-05-12 16,0.51,NaN,0.01,0.02,-0.14,NaN,-0.63 
2025-05-12 17,0.51,NaN,0.01,0.02,0.35,NaN,-0.63 
2025-05-12 18,0.53,NaN,0.01,0.02,0.66,NaN,-0.63 
2025-05-12 19,0.53,NaN,0.00,0.02,0.75,NaN,-0.63 
2025-05-12 20,0.54,NaN,0.00,0.02,0.73,NaN,-0.63 
2025-05-12 21,0.55,NaN,0.00,0.02,0.47,NaN,-0.60 
2025-05-12 22,0.56,NaN,0.00,0.02,0.13,NaN,-0.60 
2025-05-12 23,0.56,NaN,0.00,0.02,-0.19,NaN,-0.61 
2025-05-13 00,0.56,NaN,0.00,0.02,-0.47,NaN,NaN 
2025-05-13 01,0.56,NaN,0.00,0.01,-0.73,NaN,NaN 
2025-05-13 02,0.56,NaN,0.00,0.01,-0.76,NaN,-0.64 
2025-05-13 03,0.56,NaN,0.00,0.01,-0.51,NaN,NaN 
2025-05-13 04,0.57,NaN,0.00,0.01,0.21,NaN,NaN 
2025-05-13 05,0.58,NaN,0.00,0.01,0.65,NaN,NaN 
2025-05-13 06,0.59,NaN,0.00,0.01,0.83,NaN,-0.64 
2025-05-13 07,0.60,NaN,0.00,0.01,0.87,NaN,-0.63 
2025-05-13 08,0.60,NaN,0.00,0.01,0.76,NaN,-0.59 
2025-05-13 09,0.60,NaN,0.00,0.01,0.43,NaN,NaN 
2025-05-13 10,0.57,NaN,0.00,0.01,0.07,NaN,-0.57 
2025-05-13 11,0.52,NaN,0.00,0.01,-0.27,NaN,NaN 
2025-05-13 12,0.50,NaN,0.00,0.01,-0.61,NaN,NaN 
2025-05-13 13,0.50,NaN,0.00,0.01,-0.89,NaN,-0.63 
2025-05-13 14,0.48,NaN,0.00,0.01,-1.10,NaN,NaN 
2025-05-13 15,0.47,NaN,0.00,0.01,-1.11,NaN,-0.64 
2025-05-13 16,0.47,NaN,0.00,0.01,-0.82,NaN,NaN 
2025-05-13 17,0.47,NaN,0.00,0.01,0.13,NaN,-0.65 
2025-05-13 18,0.47,NaN,0.00,0.01,0.55,NaN,-0.65 
2025-05-13 19,0.48,NaN,0.00,0.01,0.74,NaN,-0.65 
2025-05-13 20,0.48,NaN,0.00,0.00,0.74,NaN,NaN 
2025-05-13 21,0.49,NaN,0.00,0.00,0.65,NaN,-0.64 
2025-05-13 22,0.50,NaN,0.00,0.00,0.32,NaN,NaN 
2025-05-13 23,0.50,NaN,0.00,0.00,-0.01,NaN,-0.62 
2025-05-14 00,0.50,NaN,0.00,0.00,-0.20,NaN,-0.64 
2025-05-14 01,0.49,NaN,0.00,0.00,-0.62,NaN,NaN 
2025-05-14 02,0.48,NaN,0.00,0.00,-0.75,NaN,-0.65 
2025-05-14 03,0.48,NaN,0.00,0.00,-0.61,NaN,-0.65 
2025-05-14 04,0.49,NaN,0.00,0.00,0.01,NaN,NaN 
2025-05-14 05,0.49,NaN,0.00,-0.01,0.49,NaN,-0.66 
2025-05-14 06,0.50,NaN,0.00,-0.01,0.78,NaN,NaN 
2025-05-14 07,0.52,NaN,0.00,-0.01,0.87,NaN,NaN 
2025-05-14 08,0.53,NaN,0.00,-0.01,0.84,NaN,-0.65 
2025-05-14 09,0.53,NaN,0.00,-0.01,0.63,NaN,-0.58 
2025-05-14 10,0.50,NaN,0.00,-0.01,0.26,NaN,-0.59 
2025-05-14 11,0.46,NaN,0.00,-0.01,-0.09,NaN,-0.61 
2025-05-14 12,0.47,NaN,0.00,-0.01,-0.42,NaN,-0.63 
2025-05-14 13,0.46,NaN,0.00,-0.01,-0.74,NaN,NaN 
2025-05-14 14,0.46,NaN,0.00,-0.01,-1.00,NaN,-0.65 
2025-05-14 15,0.46,NaN,0.00,-0.01,-1.10,NaN,-0.66 
2025-05-14 16,0.46,NaN,0.00,-0.01,-0.93,NaN,-0.66 
2025-05-14 17,0.46,NaN,0.00,-0.02,-0.13,NaN,NaN 
2025-05-14 18,0.56,NaN,0.00,-0.02,0.33,NaN,-0.65 
2025-05-14 19,0.63,NaN,0.00,-0.02,0.61,NaN,-0.65 
2025-05-14 20,0.62,NaN,0.00,-0.02,0.73,NaN,-0.65 
2025-05-14 21,0.59,NaN,0.00,-0.02,0.73,NaN,-0.64 
2025-05-14 22,0.57,NaN,0.00,-0.02,0.52,NaN,NaN 
2025-05-14 23,0.56,NaN,0.00,-0.03,0.16,NaN,-0.60 
2025-05-15 00,0.54,NaN,0.00,-0.03,-0.18,NaN,-0.62 
2025-05-15 01,0.53,NaN,0.00,-0.03,-0.45,NaN,-0.63 
2025-05-15 02,0.52,NaN,0.00,-0.03,-0.64,NaN,-0.64 
2025-05-15 03,0.52,NaN,0.00,-0.03,-0.63,NaN,NaN 
2025-05-15 04,0.51,NaN,0.00,-0.03,-0.18,NaN,NaN 
2025-05-15 05,0.51,NaN,0.00,-0.03,0.25,NaN,-0.66 
2025-05-15 06,0.52,NaN,0.00,-0.04,0.63,NaN,-0.66 
2025-05-15 07,0.52,NaN,0.00,-0.04,0.83,NaN,NaN 
2025-05-15 08,0.53,NaN,0.00,-0.04,0.89,NaN,NaN 
2025-05-15 09,0.53,NaN,0.00,-0.04,0.79,NaN,NaN 
2025-05-15 10,0.53,NaN,0.00,-0.04,0.46,NaN,NaN 
2025-05-15 11,0.53,NaN,0.00,-0.04,0.08,NaN,NaN 
2025-05-15 12,0.52,NaN,0.00,-0.04,-0.25,NaN,-0.62 
2025-05-15 13,0.51,NaN,0.00,-0.04,-0.55,NaN,-0.64 
2025-05-15 14,0.51,NaN,0.00,-0.05,-0.85,NaN,NaN 
2025-05-15 15,0.50,NaN,0.00,-0.05,-1.04,NaN,NaN 
2025-05-15 16,0.50,NaN,0.00,-0.05,-1.00,NaN,-0.67 
2025-05-15 17,0.50,NaN,0.00,-0.05,-0.78,NaN,-0.67 
2025-05-15 18,0.50,NaN,0.00,-0.05,0.04,NaN,-0.67 
2025-05-15 19,0.50,NaN,0.00,-0.06,0.39,NaN,-0.67 
2025-05-15 20,0.51,NaN,0.00,-0.06,0.64,NaN,-0.67 
2025-05-15 21,0.51,NaN,0.00,-0.06,0.70,NaN,-0.67 
2025-05-15 22,0.52,NaN,0.00,-0.06,0.59,NaN,-0.67 
2025-05-15 23,0.52,NaN,0.00,-0.06,0.30,NaN,-0.65 
2025-05-16 00,0.51,NaN,0.00,-0.06,-0.03,NaN,-0.65 
2025-05-16 01,0.51,NaN,0.00,-0.07,-0.31,NaN,-0.66 
2025-05-16 02,0.50,NaN,0.00,-0.07,-0.51,NaN,-0.67 
2025-05-16 03,0.50,NaN,0.00,-0.07,-0.62,NaN,NaN 
2025-05-16 04,0.50,NaN,0.00,-0.07,-0.55,NaN,NaN 
2025-05-16 05,0.51,NaN,0.00,-0.07,0.02,NaN,NaN 
2025-05-16 06,0.52,NaN,0.00,-0.07,0.46,NaN,NaN 
2025-05-16 07,0.52,NaN,0.00,-0.07,0.74,NaN,-0.68 
2025-05-16 08,0.52,NaN,0.00,-0.08,0.84,NaN,-0.68 
2025-05-16 09,0.52,NaN,0.00,-0.08,0.81,NaN,-0.67 
2025-05-16 10,0.52,NaN,0.00,-0.08,0.59,NaN,NaN 
2025-05-16 11,0.51,NaN,0.00,-0.08,0.22,NaN,NaN 
2025-05-16 12,0.51,NaN,0.00,-0.08,-0.10,NaN,NaN 
2025-05-16 13,0.50,NaN,0.00,-0.08,-0.43,NaN,NaN 
2025-05-16 14,0.50,NaN,0.00,-0.08,-0.75,NaN,-0.66 
2025-05-16 15,0.50,NaN,0.00,-0.08,-1.00,NaN,-0.67 
2025-05-16 16,0.50,NaN,0.00,-0.09,-1.05,NaN,NaN 
2025-05-16 17,0.50,NaN,0.00,-0.09,-0.90,NaN,NaN 
2025-05-16 18,0.51,NaN,0.00,-0.09,-0.66,NaN,-0.67 
2025-05-16 19,0.51,NaN,0.00,-0.09,0.16,NaN,-0.67 
2025-05-16 20,0.52,NaN,0.00,-0.09,0.46,NaN,NaN 
2025-05-16 21,0.52,NaN,0.00,-0.10,0.63,NaN,NaN 
2025-05-16 22,0.53,NaN,0.00,-0.10,0.62,NaN,-0.68 
2025-05-16 23,0.53,NaN,0.00,-0.10,0.44,NaN,-0.67 
2025-05-17 00,0.52,NaN,0.00,-0.10,0.11,NaN,-0.66 
2025-05-17 01,0.51,NaN,0.00,-0.10,-0.17,NaN,-0.66 
2025-05-17 02,0.51,NaN,0.00,-0.10,-0.38,NaN,NaN 
2025-05-17 03,0.51,NaN,0.00,-0.10,-0.52,NaN,-0.67 
2025-05-17 04,0.51,NaN,0.00,-0.11,-0.52,NaN,NaN 
2025-05-17 05,0.52,NaN,0.00,-0.11,-0.19,NaN,NaN 
2025-05-17 06,0.52,NaN,0.00,-0.11,0.21,NaN,-0.68 
2025-05-17 07,0.53,NaN,0.00,-0.11,0.57,NaN,NaN 
2025-05-17 08,0.53,NaN,0.00,-0.11,0.76,NaN,NaN 
2025-05-17 09,0.53,NaN,0.00,-0.11,0.81,NaN,NaN 
2025-05-17 10,0.53,NaN,0.00,-0.11,0.72,NaN,-0.66 
2025-05-17 11,0.51,NaN,0.00,-0.12,0.40,NaN,-0.62 
2025-05-17 12,0.52,NaN,0.00,-0.12,0.07,NaN,NaN 
2025-05-17 13,0.52,NaN,0.00,-0.12,-0.22,NaN,-0.65 
2025-05-17 14,0.51,NaN,0.00,-0.12,-0.53,NaN,NaN 
2025-05-17 15,0.52,NaN,0.00,-0.12,-0.80,NaN,-0.68 
2025-05-17 16,0.52,NaN,0.00,-0.12,-0.95,NaN,-0.68 
2025-05-17 17,0.53,NaN,0.00,-0.12,-0.94,NaN,-0.69 
2025-05-17 18,0.53,NaN,0.00,-0.13,-0.77,NaN,NaN 
2025-05-17 19,0.54,NaN,0.00,-0.13,-0.06,NaN,-0.69 
2025-05-17 20,0.51,NaN,0.00,-0.13,0.28,NaN,-0.69 
2025-05-17 21,0.47,NaN,0.00,-0.13,0.48,NaN,-0.69 
2025-05-17 22,0.43,NaN,0.00,-0.13,0.54,NaN,-0.69 
2025-05-17 23,0.43,NaN,0.00,-0.13,0.49,NaN,-0.69 
2025-05-18 00,0.43,NaN,0.00,-0.14,0.27,NaN,-0.69 
2025-05-18 01,0.45,NaN,0.00,-0.14,0.03,NaN,-0.69 
2025-05-18 02,0.46,NaN,0.00,-0.14,-0.21,NaN,-0.69 
2025-05-18 03,0.47,NaN,0.00,-0.14,-0.40,NaN,-0.69 
2025-05-18 04,0.47,NaN,0.00,-0.14,-0.48,NaN,-0.69 
2025-05-18 05,0.49,NaN,0.00,-0.14,-0.41,NaN,-0.69 
2025-05-18 06,0.50,NaN,0.00,-0.14,0.02,NaN,-0.69 
2025-05-18 07,0.52,NaN,0.00,-0.14,0.35,NaN,-0.69 
2025-05-18 08,0.53,NaN,0.00,-0.15,0.57,NaN,NaN 
2025-05-18 09,0.53,NaN,0.00,-0.15,0.72,NaN,-0.69 
2025-05-18 10,0.53,NaN,0.00,-0.15,0.72,NaN,-0.69 
2025-05-18 11,0.53,NaN,0.00,-0.15,0.56,NaN,-0.67 
2025-05-18 12,0.52,NaN,0.00,-0.15,0.27,NaN,-0.65 
2025-05-18 13,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2025-05-18 14,0.50,NaN,0.00,-0.15,-0.37,NaN,-0.67 
2025-05-18 15,0.50,NaN,0.00,-0.15,-0.64,NaN,-0.68 
2025-05-18 16,0.50,NaN,0.00,-0.15,-0.81,NaN,-0.69 
2025-05-18 17,0.50,NaN,0.00,-0.16,-0.87,NaN,-0.69 
2025-05-18 18,0.50,NaN,0.00,-0.16,-0.77,NaN,-0.69 
2025-05-18 19,0.50,NaN,0.00,-0.16,-0.64,NaN,-0.69 
2025-05-18 20,0.51,NaN,0.00,-0.16,0.05,NaN,-0.69 
