DateTime,Calsada,Bato,Buhi,Ombao,Camaligan,Balongay,Sipocot
2025-04-19 17,0.48,NaN,0.37,0.03,-0.71,NaN,-0.60 
2025-04-19 18,0.49,NaN,0.37,0.02,-0.67,NaN,-0.61 
2025-04-19 19,0.50,NaN,0.36,0.02,-0.60,NaN,-0.61 
2025-04-19 20,0.51,NaN,0.36,0.02,0.08,NaN,-0.61 
2025-04-19 21,0.52,NaN,0.36,0.02,0.25,NaN,-0.61 
2025-04-19 22,0.53,NaN,0.36,0.02,0.31,NaN,-0.61 
2025-04-19 23,0.53,NaN,0.35,0.02,0.34,NaN,-0.61 
2025-04-20 00,0.52,NaN,0.35,0.01,0.31,NaN,-0.61 
2025-04-20 01,0.52,NaN,0.35,0.01,0.17,NaN,NaN 
2025-04-20 02,0.52,NaN,0.35,0.01,-0.05,NaN,NaN 
2025-04-20 03,0.52,NaN,0.34,0.01,-0.21,NaN,-0.61 
2025-04-20 04,0.53,NaN,0.34,0.01,-0.31,NaN,NaN 
2025-04-20 05,0.54,NaN,0.34,0.01,-0.30,NaN,NaN 
2025-04-20 06,0.55,NaN,0.34,0.01,-0.08,NaN,NaN 
2025-04-20 07,0.52,NaN,0.34,0.01,0.14,NaN,-0.61 
2025-04-20 08,0.48,NaN,0.34,0.00,0.30,NaN,NaN 
2025-04-20 09,0.48,NaN,0.34,0.00,0.46,NaN,-0.62 
2025-04-20 10,0.50,NaN,0.34,0.00,0.56,NaN,NaN 
2025-04-20 11,0.50,NaN,0.34,0.00,0.55,NaN,NaN 
2025-04-20 12,0.50,NaN,0.34,0.00,0.44,NaN,-0.61 
2025-04-20 13,0.49,NaN,0.34,0.00,0.21,NaN,-0.61 
2025-04-20 14,0.48,NaN,0.34,0.00,-0.07,NaN,-0.61 
2025-04-20 15,0.48,NaN,0.34,-0.01,-0.25,NaN,-0.61 
2025-04-20 16,0.48,NaN,0.34,-0.01,-0.52,NaN,-0.61 
2025-04-20 17,0.48,NaN,0.34,-0.01,-0.61,NaN,-0.62 
2025-04-20 18,0.49,NaN,0.33,-0.01,-0.58,NaN,-0.62 
2025-04-20 19,0.50,NaN,0.33,-0.01,-0.56,NaN,-0.62 
2025-04-20 20,0.52,NaN,0.32,-0.01,-0.51,NaN,-0.62 
2025-04-20 21,0.53,NaN,0.32,-0.01,-0.07,NaN,-0.62 
2025-04-20 22,0.53,NaN,0.32,-0.01,0.08,NaN,-0.62 
2025-04-20 23,0.53,NaN,0.32,-0.02,0.24,NaN,-0.62 
2025-04-21 00,0.53,NaN,0.31,-0.02,0.29,NaN,-0.62 
2025-04-21 01,0.52,NaN,0.31,-0.02,0.25,NaN,-0.62 
2025-04-21 02,0.52,NaN,0.31,-0.02,0.18,NaN,-0.62 
2025-04-21 03,0.52,NaN,0.31,-0.02,-0.01,NaN,-0.62 
2025-04-21 04,0.52,NaN,0.31,-0.02,-0.19,NaN,-0.62 
2025-04-21 05,0.53,NaN,0.31,-0.02,-0.22,NaN,NaN 
2025-04-21 06,0.54,NaN,0.31,-0.02,-0.12,NaN,NaN 
2025-04-21 07,0.51,NaN,0.31,-0.02,0.01,NaN,-0.62 
2025-04-21 08,0.46,NaN,0.31,-0.03,0.07,NaN,-0.63 
2025-04-21 09,0.47,NaN,0.31,-0.03,0.16,NaN,-0.63 
2025-04-21 10,0.48,NaN,0.31,-0.03,0.29,NaN,-0.63 
2025-04-21 11,0.49,NaN,0.31,-0.03,0.42,NaN,NaN 
2025-04-21 12,0.48,NaN,0.31,-0.03,0.51,NaN,NaN 
2025-04-21 13,0.47,NaN,0.31,-0.03,0.45,NaN,NaN 
2025-04-21 14,0.46,NaN,0.31,-0.03,0.21,NaN,-0.62 
2025-04-21 15,0.45,NaN,0.31,-0.03,-0.07,NaN,-0.62 
2025-04-21 16,0.45,NaN,0.30,-0.03,-0.22,NaN,-0.62 
2025-04-21 17,0.45,NaN,0.30,-0.04,-0.26,NaN,-0.63 
2025-04-21 18,0.46,NaN,0.30,-0.04,-0.35,NaN,-0.63 
2025-04-21 19,0.47,NaN,0.30,-0.04,-0.54,NaN,-0.62 
2025-04-21 20,0.48,NaN,0.29,-0.04,-0.57,NaN,-0.63 
2025-04-21 21,0.50,NaN,0.29,-0.04,-0.53,NaN,-0.63 
2025-04-21 22,0.50,NaN,0.29,-0.04,-0.48,NaN,-0.63 
2025-04-21 23,0.50,NaN,0.29,-0.04,0.02,NaN,-0.63 
2025-04-22 00,0.50,NaN,0.29,-0.05,0.19,NaN,-0.63 
2025-04-22 01,0.50,NaN,0.28,-0.05,0.28,NaN,-0.63 
2025-04-22 02,0.50,NaN,0.28,-0.05,0.35,NaN,-0.63 
2025-04-22 03,0.50,NaN,0.28,-0.05,0.27,NaN,-0.63 
2025-04-22 04,0.51,NaN,0.28,-0.05,0.07,NaN,-0.63 
2025-04-22 05,0.52,NaN,0.28,-0.05,-0.04,NaN,-0.63 
2025-04-22 06,0.50,NaN,0.28,-0.05,-0.09,NaN,-0.63 
2025-04-22 07,0.44,NaN,0.28,-0.05,-0.20,NaN,-0.63 
2025-04-22 08,0.47,NaN,0.28,-0.05,-0.26,NaN,-0.63 
2025-04-22 09,0.49,NaN,0.28,-0.05,-0.25,NaN,-0.63 
2025-04-22 10,0.50,NaN,0.28,-0.06,-0.06,NaN,-0.63 
2025-04-22 11,0.50,NaN,0.28,-0.06,0.18,NaN,-0.64 
2025-04-22 12,0.48,NaN,0.28,-0.06,0.39,NaN,NaN 
2025-04-22 13,0.47,NaN,0.28,-0.06,0.51,NaN,NaN 
2025-04-22 14,0.45,NaN,0.28,-0.06,0.44,NaN,-0.64 
2025-04-22 15,0.45,NaN,0.28,-0.06,0.27,NaN,-0.64 
2025-04-22 16,0.44,NaN,0.28,-0.06,0.12,NaN,-0.63 
2025-04-22 17,0.45,NaN,0.27,-0.06,-0.05,NaN,NaN 
2025-04-22 18,0.46,NaN,0.27,-0.07,-0.23,NaN,NaN 
2025-04-22 19,0.47,NaN,0.27,-0.07,-0.44,NaN,-0.64 
2025-04-22 20,0.47,NaN,0.27,-0.07,-0.60,NaN,-0.64 
2025-04-22 21,0.47,NaN,0.26,-0.07,-0.65,NaN,-0.64 
2025-04-22 22,0.48,NaN,0.26,-0.07,-0.62,NaN,-0.64 
2025-04-22 23,0.48,NaN,0.26,-0.07,-0.57,NaN,-0.64 
2025-04-23 00,0.48,NaN,0.26,-0.07,-0.08,NaN,-0.64 
2025-04-23 01,0.47,NaN,0.25,-0.08,0.24,NaN,NaN 
2025-04-23 02,0.47,NaN,0.25,-0.08,0.44,NaN,-0.64 
2025-04-23 03,0.47,NaN,0.25,-0.08,0.51,NaN,-0.64 
2025-04-23 04,0.40,NaN,0.25,-0.08,0.42,NaN,NaN 
2025-04-23 05,0.43,NaN,0.25,-0.08,0.25,NaN,NaN 
2025-04-23 06,0.46,NaN,0.25,-0.08,0.08,NaN,NaN 
2025-04-23 07,0.47,NaN,0.25,-0.08,-0.12,NaN,-0.64 
2025-04-23 08,0.48,NaN,0.25,-0.08,-0.32,NaN,NaN 
2025-04-23 09,0.49,NaN,0.25,-0.08,-0.49,NaN,NaN 
2025-04-23 10,0.48,NaN,0.25,-0.08,-0.55,NaN,NaN 
2025-04-23 11,0.47,NaN,0.25,-0.08,-0.50,NaN,NaN 
2025-04-23 12,0.46,NaN,0.25,-0.08,0.14,NaN,NaN 
2025-04-23 13,0.45,NaN,0.25,-0.09,0.45,NaN,NaN 
2025-04-23 14,0.44,NaN,0.25,-0.09,0.54,NaN,NaN 
2025-04-23 15,0.43,NaN,0.25,-0.09,0.54,NaN,NaN 
2025-04-23 16,0.43,NaN,0.25,-0.09,0.50,NaN,-0.64 
2025-04-23 17,0.43,NaN,0.25,-0.09,0.34,NaN,NaN 
2025-04-23 18,0.44,NaN,0.24,-0.09,0.11,NaN,NaN 
2025-04-23 19,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2025-04-23 20,0.46,NaN,0.24,-0.10,-0.47,NaN,NaN 
2025-04-23 21,0.47,NaN,0.24,-0.10,-0.75,NaN,NaN 
2025-04-23 22,0.47,NaN,0.24,-0.10,-0.87,NaN,NaN 
2025-04-23 23,0.47,NaN,0.23,-0.10,-0.84,NaN,-0.64 
2025-04-24 00,0.45,NaN,0.23,-0.10,-0.76,NaN,-0.64 
2025-04-24 01,0.40,NaN,0.23,-0.10,0.00,NaN,NaN 
2025-04-24 02,0.41,NaN,0.23,-0.10,0.31,NaN,-0.64 
2025-04-24 03,0.43,NaN,0.23,-0.10,0.58,NaN,-0.64 
2025-04-24 04,0.44,NaN,0.22,-0.10,0.68,NaN,-0.64 
2025-04-24 05,0.45,NaN,0.22,-0.10,0.66,NaN,-0.64 
2025-04-24 06,0.47,NaN,0.22,-0.11,0.46,NaN,-0.63 
2025-04-24 07,0.47,NaN,0.22,-0.11,0.07,NaN,-0.63 
2025-04-24 08,0.49,NaN,0.23,-0.11,-0.23,NaN,NaN 
2025-04-24 09,0.48,NaN,0.23,-0.11,-0.48,NaN,NaN 
2025-04-24 10,0.48,NaN,0.23,-0.11,-0.71,NaN,-0.64 
2025-04-24 11,0.47,NaN,0.23,-0.11,-0.78,NaN,NaN 
2025-04-24 12,0.45,NaN,0.23,-0.11,-0.71,NaN,-0.65 
2025-04-24 13,0.44,NaN,0.23,-0.11,0.04,NaN,-0.65 
2025-04-24 14,0.43,NaN,0.24,-0.11,0.44,NaN,-0.65 
2025-04-24 15,0.43,NaN,0.23,-0.11,0.71,NaN,-0.65 
2025-04-24 16,0.43,NaN,0.23,-0.11,0.78,NaN,NaN 
2025-04-24 17,0.43,NaN,0.23,-0.12,0.76,NaN,NaN 
2025-04-24 18,0.43,NaN,0.23,-0.12,0.55,NaN,-0.61 
2025-04-24 19,0.45,NaN,0.22,-0.12,0.19,NaN,-0.60 
2025-04-24 20,0.46,NaN,0.22,-0.12,-0.12,NaN,-0.61 
2025-04-24 21,0.47,NaN,0.22,-0.12,-0.41,NaN,-0.63 
2025-04-24 22,0.41,NaN,0.22,-0.12,-0.73,NaN,-0.64 
2025-04-24 23,0.41,NaN,0.21,-0.12,-0.95,NaN,-0.65 
2025-04-25 00,0.43,NaN,0.21,-0.12,-0.90,NaN,-0.65 
2025-04-25 01,0.44,NaN,0.21,-0.12,-0.81,NaN,-0.65 
2025-04-25 02,0.44,NaN,0.21,-0.13,0.17,NaN,-0.65 
2025-04-25 03,0.44,NaN,0.20,-0.13,0.55,NaN,-0.65 
2025-04-25 04,0.45,NaN,0.20,-0.13,0.74,NaN,-0.65 
2025-04-25 05,0.46,NaN,0.20,-0.13,0.84,NaN,NaN 
2025-04-25 06,0.47,NaN,0.20,-0.13,0.80,NaN,-0.64 
2025-04-25 07,0.47,NaN,0.21,-0.13,0.52,NaN,-0.59 
2025-04-25 08,0.48,NaN,0.21,-0.13,0.12,NaN,-0.59 
2025-04-25 09,0.48,NaN,0.21,-0.13,-0.22,NaN,-0.62 
2025-04-25 10,0.47,NaN,0.21,-0.13,-0.55,NaN,NaN 
2025-04-25 11,0.47,NaN,0.21,-0.13,-0.85,NaN,-0.64 
2025-04-25 12,0.46,NaN,0.22,-0.14,-0.93,NaN,-0.65 
2025-04-25 13,0.44,NaN,0.22,-0.14,-0.84,NaN,-0.65 
2025-04-25 14,0.43,NaN,0.21,-0.14,0.08,NaN,-0.66 
2025-04-25 15,0.42,NaN,0.21,-0.14,0.53,NaN,-0.66 
2025-04-25 16,0.42,NaN,0.21,-0.14,0.80,NaN,-0.66 
2025-04-25 17,0.42,NaN,0.21,-0.14,0.90,NaN,-0.66 
2025-04-25 18,0.43,NaN,0.21,-0.14,0.91,NaN,-0.64 
2025-04-25 19,0.46,NaN,0.20,-0.15,0.71,NaN,-0.55 
2025-04-25 20,0.48,NaN,0.20,-0.15,0.34,NaN,-0.55 
2025-04-25 21,0.50,NaN,0.20,-0.15,-0.02,NaN,-0.59 
2025-04-25 22,0.46,NaN,0.20,-0.15,-0.33,NaN,-0.62 
2025-04-25 23,0.40,NaN,0.20,-0.15,-0.66,NaN,-0.64 
2025-04-26 00,0.39,NaN,0.20,-0.15,-0.90,NaN,-0.65 
2025-04-26 01,0.40,NaN,0.19,-0.15,-0.85,NaN,-0.65 
2025-04-26 02,0.40,NaN,0.19,-0.15,-0.14,NaN,-0.66 
2025-04-26 03,0.41,NaN,0.19,-0.15,0.35,NaN,-0.66 
2025-04-26 04,0.41,NaN,0.19,-0.15,0.71,NaN,-0.66 
2025-04-26 05,0.42,NaN,0.19,-0.16,0.89,NaN,NaN 
2025-04-26 06,0.43,NaN,0.19,-0.16,0.97,NaN,-0.66 
2025-04-26 07,0.43,NaN,0.19,-0.16,0.91,NaN,-0.58 
2025-04-26 08,0.45,NaN,0.19,-0.16,0.56,NaN,-0.49 
2025-04-26 09,0.47,NaN,0.19,-0.16,0.17,NaN,-0.54 
2025-04-26 10,0.49,NaN,0.19,-0.16,-0.20,NaN,-0.59 
2025-04-26 11,0.51,NaN,0.19,-0.16,-0.52,NaN,NaN 
2025-04-26 12,0.52,NaN,0.19,-0.16,-0.82,NaN,-0.64 
2025-04-26 13,0.53,NaN,0.20,-0.16,-0.95,NaN,-0.65 
2025-04-26 14,0.59,NaN,0.20,-0.16,-0.86,NaN,-0.66 
2025-04-26 15,0.64,NaN,0.20,-0.16,0.13,NaN,-0.66 
2025-04-26 16,0.62,NaN,0.19,-0.16,0.60,NaN,-0.66 
2025-04-26 17,0.58,NaN,0.20,-0.17,0.87,NaN,-0.66 
2025-04-26 18,0.58,NaN,0.20,-0.17,0.95,NaN,-0.66 
2025-04-26 19,0.62,NaN,0.20,-0.17,0.98,NaN,-0.63 
2025-04-26 20,0.63,NaN,0.20,-0.17,0.75,NaN,-0.49 
2025-04-26 21,0.64,NaN,0.19,-0.17,0.35,NaN,-0.49 
2025-04-26 22,0.64,NaN,0.19,-0.17,0.00,NaN,-0.55 
2025-04-26 23,0.64,NaN,0.19,-0.17,-0.32,NaN,-0.60 
2025-04-27 00,0.63,NaN,0.19,-0.17,-0.63,NaN,-0.62 
2025-04-27 01,0.63,NaN,0.18,-0.17,-0.85,NaN,-0.62 
2025-04-27 02,0.62,NaN,0.18,-0.17,-0.79,NaN,-0.61 
2025-04-27 03,0.62,NaN,0.18,-0.17,0.07,NaN,-0.60 
2025-04-27 04,0.63,NaN,0.18,-0.17,0.59,NaN,NaN 
2025-04-27 05,0.63,NaN,0.18,-0.18,0.86,NaN,-0.57 
2025-04-27 06,0.65,NaN,0.18,-0.18,0.98,NaN,-0.54 
2025-04-27 07,0.61,NaN,0.18,-0.18,1.03,NaN,-0.46 
2025-04-27 08,0.57,NaN,0.18,-0.18,0.86,NaN,-0.31 
2025-04-27 09,0.60,NaN,0.18,-0.18,0.48,NaN,-0.25 
2025-04-27 10,0.63,NaN,0.18,-0.18,0.11,NaN,-0.26 
2025-04-27 11,0.65,NaN,0.18,-0.18,-0.22,NaN,-0.28 
2025-04-27 12,0.64,NaN,0.18,-0.17,-0.56,NaN,-0.29 
2025-04-27 13,0.63,NaN,0.19,-0.17,-0.85,NaN,-0.30 
2025-04-27 14,0.63,NaN,0.19,-0.18,-0.99,NaN,NaN 
2025-04-27 15,0.62,NaN,0.19,-0.18,-0.88,NaN,-0.28 
2025-04-27 16,0.62,NaN,0.19,-0.18,0.20,NaN,-0.26 
2025-04-27 17,0.63,NaN,0.19,-0.18,0.71,NaN,-0.23 
2025-04-27 18,0.66,NaN,0.22,-0.18,0.91,NaN,-0.19 
2025-04-27 19,0.69,NaN,0.21,-0.18,0.99,NaN,-0.12 
2025-04-27 20,0.71,NaN,0.21,-0.18,0.98,NaN,0.03 
2025-04-27 21,0.67,NaN,0.21,-0.18,0.68,NaN,0.18 
2025-04-27 22,0.66,NaN,0.20,-0.18,0.30,NaN,0.28 
2025-04-27 23,0.69,NaN,0.20,-0.18,-0.04,NaN,0.33 
2025-04-28 00,0.71,NaN,0.20,-0.18,-0.34,NaN,0.33 
2025-04-28 01,0.70,NaN,0.19,-0.18,-0.65,NaN,0.31 
2025-04-28 02,0.69,NaN,0.19,-0.18,-0.79,NaN,0.26 
2025-04-28 03,0.68,NaN,0.18,-0.18,-0.69,NaN,0.21 
2025-04-28 04,0.69,NaN,0.18,-0.18,0.34,NaN,0.17 
2025-04-28 05,0.69,NaN,0.18,-0.18,0.76,NaN,NaN 
2025-04-28 06,0.69,NaN,0.18,-0.18,0.94,NaN,0.10 
2025-04-28 07,0.70,NaN,0.18,-0.18,1.02,NaN,0.09 
2025-04-28 08,0.71,NaN,0.18,-0.18,1.03,NaN,0.09 
2025-04-28 09,0.71,NaN,0.18,-0.18,0.73,NaN,NaN 
2025-04-28 10,0.69,NaN,0.18,-0.18,0.37,NaN,0.01 
2025-04-28 11,0.69,NaN,0.18,-0.18,0.00,NaN,-0.05 
2025-04-28 12,0.68,NaN,0.18,-0.18,-0.32,NaN,-0.12 
2025-04-28 13,0.69,NaN,0.19,-0.18,-0.65,NaN,-0.17 
2025-04-28 14,0.69,NaN,0.19,-0.18,-0.92,NaN,-0.22 
2025-04-28 15,0.69,NaN,0.19,-0.18,-1.04,NaN,-0.26 
2025-04-28 16,0.61,NaN,0.19,-0.18,-0.93,NaN,-0.29 
2025-04-28 17,0.58,NaN,0.18,-0.18,0.27,NaN,-0.32 
2025-04-28 18,0.59,NaN,0.18,-0.18,0.73,NaN,NaN 
2025-04-28 19,0.59,NaN,0.18,-0.18,0.90,NaN,-0.37 
2025-04-28 20,0.57,NaN,0.18,-0.18,0.97,NaN,-0.36 
2025-04-28 21,0.56,NaN,0.18,-0.18,0.89,NaN,-0.30 
2025-04-28 22,0.56,NaN,0.18,-0.18,0.56,NaN,-0.29 
2025-04-28 23,0.56,NaN,0.18,-0.18,0.21,NaN,-0.33 
2025-04-29 00,0.55,NaN,0.18,-0.18,-0.14,NaN,-0.37 
2025-04-29 01,0.54,NaN,0.17,-0.18,-0.43,NaN,-0.41 
2025-04-29 02,0.53,NaN,0.17,-0.18,-0.70,NaN,NaN 
2025-04-29 03,0.53,NaN,0.17,-0.18,-0.69,NaN,-0.45 
2025-04-29 04,0.54,NaN,0.17,-0.18,0.07,NaN,NaN 
2025-04-29 05,0.54,NaN,0.17,-0.18,0.59,NaN,-0.47 
2025-04-29 06,0.55,NaN,0.17,-0.18,0.87,NaN,-0.48 
2025-04-29 07,0.54,NaN,0.17,-0.18,0.98,NaN,-0.49 
2025-04-29 08,0.49,NaN,0.17,-0.18,1.04,NaN,-0.43 
2025-04-29 09,0.49,NaN,0.17,-0.17,0.98,NaN,-0.33 
2025-04-29 10,0.50,NaN,0.17,-0.17,0.65,NaN,NaN 
2025-04-29 11,0.51,NaN,0.17,-0.17,0.28,NaN,NaN 
2025-04-29 12,0.51,NaN,0.18,-0.17,-0.07,NaN,NaN 
2025-04-29 13,0.50,NaN,0.19,-0.17,-0.38,NaN,-0.47 
2025-04-29 14,0.50,NaN,0.19,-0.17,-0.70,NaN,-0.51 
2025-04-29 15,0.49,NaN,0.19,-0.17,-0.97,NaN,-0.52 
2025-04-29 16,0.50,NaN,0.20,-0.17,-0.99,NaN,-0.53 
2025-04-29 17,0.50,NaN,0.21,-0.17,-0.88,NaN,NaN 
2025-04-29 18,0.50,NaN,0.20,-0.17,0.35,NaN,NaN 
2025-04-29 19,0.52,NaN,0.18,-0.17,0.71,NaN,-0.55 
2025-04-29 20,0.53,NaN,0.18,-0.17,0.86,NaN,-0.55 
2025-04-29 21,0.54,NaN,0.17,-0.17,0.91,NaN,-0.54 
2025-04-29 22,0.55,NaN,0.17,-0.17,0.74,NaN,-0.48 
2025-04-29 23,0.55,NaN,0.16,-0.17,0.38,NaN,-0.45 
2025-04-30 00,0.54,NaN,0.16,-0.16,0.02,NaN,-0.49 
2025-04-30 01,0.54,NaN,0.17,-0.16,-0.28,NaN,-0.52 
2025-04-30 02,0.54,NaN,0.16,-0.16,-0.57,NaN,-0.55 
2025-04-30 03,0.52,NaN,0.15,-0.16,-0.69,NaN,NaN 
2025-04-30 04,0.44,NaN,0.15,-0.16,-0.62,NaN,-0.57 
2025-04-30 05,0.45,NaN,0.16,-0.16,0.23,NaN,-0.58 
2025-04-30 06,0.49,NaN,0.15,-0.16,0.70,NaN,-0.58 
2025-04-30 07,0.51,NaN,0.17,-0.16,0.90,NaN,-0.59 
2025-04-30 08,0.52,NaN,0.16,-0.16,0.99,NaN,-0.59 
2025-04-30 09,0.53,NaN,0.17,-0.16,1.02,NaN,NaN 
2025-04-30 10,0.53,NaN,0.16,-0.16,0.84,NaN,-0.41 
2025-04-30 11,0.71,NaN,0.16,-0.16,0.47,NaN,NaN 
2025-04-30 12,0.71,NaN,0.16,-0.16,0.11,NaN,-0.49 
2025-04-30 13,0.65,NaN,0.16,-0.16,-0.21,NaN,-0.54 
2025-04-30 14,0.60,NaN,0.17,-0.16,-0.54,NaN,-0.57 
2025-04-30 15,0.58,NaN,0.17,-0.16,-0.84,NaN,-0.59 
2025-04-30 16,0.56,NaN,0.17,-0.16,-1.05,NaN,-0.60 
2025-04-30 17,0.53,NaN,0.16,-0.16,-1.00,NaN,-0.60 
2025-04-30 18,0.47,NaN,0.16,-0.16,-0.12,NaN,NaN 
2025-04-30 19,0.43,NaN,0.15,-0.16,0.36,NaN,-0.61 
2025-04-30 20,0.45,NaN,0.14,-0.16,0.66,NaN,-0.61 
2025-04-30 21,0.47,NaN,0.14,-0.16,0.80,NaN,-0.61 
2025-04-30 22,0.49,NaN,0.14,-0.17,0.78,NaN,NaN 
2025-04-30 23,0.49,NaN,0.13,-0.17,0.56,NaN,-0.56 
2025-05-01 00,0.50,NaN,0.13,-0.17,0.18,NaN,-0.56 
2025-05-01 01,0.49,NaN,0.13,-0.17,-0.11,NaN,-0.58 
2025-05-01 02,0.49,NaN,0.13,-0.17,-0.50,NaN,NaN 
2025-05-01 03,0.48,NaN,0.13,-0.17,-0.69,NaN,-0.61 
2025-05-01 04,0.49,NaN,0.12,-0.17,-0.42,NaN,-0.61 
2025-05-01 05,0.50,NaN,0.12,-0.17,-0.03,NaN,NaN 
2025-05-01 06,0.50,NaN,0.12,-0.17,0.42,NaN,NaN 
2025-05-01 07,0.50,NaN,0.12,-0.17,0.73,NaN,-0.62 
2025-05-01 08,0.51,NaN,0.12,-0.17,0.88,NaN,NaN 
2025-05-01 09,0.47,NaN,0.12,-0.17,0.95,NaN,NaN 
2025-05-01 10,0.44,NaN,0.12,-0.17,0.92,NaN,NaN 
2025-05-01 11,0.44,NaN,0.12,-0.17,0.63,NaN,NaN 
2025-05-01 12,0.45,NaN,0.12,-0.17,0.26,NaN,NaN 
2025-05-01 13,0.44,NaN,0.12,-0.17,-0.08,NaN,-0.55 
2025-05-01 14,0.43,NaN,0.13,-0.17,-0.42,NaN,-0.58 
2025-05-01 15,0.44,NaN,0.13,-0.17,-0.75,NaN,-0.60 
2025-05-01 16,0.43,NaN,0.13,-0.18,-1.01,NaN,-0.61 
2025-05-01 17,0.43,NaN,0.12,-0.18,-1.01,NaN,-0.61 
2025-05-01 18,0.44,NaN,0.13,-0.18,-0.55,NaN,-0.61 
2025-05-01 19,0.45,NaN,0.13,-0.18,-0.03,NaN,-0.61 
2025-05-01 20,0.46,NaN,0.12,-0.18,0.38,NaN,-0.61 
2025-05-01 21,0.47,NaN,0.12,-0.18,0.59,NaN,-0.62 
2025-05-01 22,0.47,NaN,0.11,-0.18,0.66,NaN,-0.62 
2025-05-01 23,0.47,NaN,0.11,-0.18,0.58,NaN,-0.61 
2025-05-02 00,0.47,NaN,0.11,-0.18,0.30,NaN,-0.60 
2025-05-02 01,0.46,NaN,0.11,-0.18,-0.01,NaN,-0.60 
2025-05-02 02,0.45,NaN,0.11,-0.18,-0.29,NaN,-0.60 
2025-05-02 03,0.45,NaN,0.11,-0.18,-0.53,NaN,-0.61 
2025-05-02 04,0.46,NaN,0.11,-0.19,-0.60,NaN,-0.61 
2025-05-02 05,0.47,NaN,0.11,-0.19,-0.35,NaN,-0.62 
2025-05-02 06,0.48,NaN,0.11,-0.19,0.12,NaN,-0.62 
2025-05-02 07,0.50,NaN,0.11,-0.19,0.48,NaN,-0.63 
2025-05-02 08,0.53,NaN,0.10,-0.19,0.69,NaN,-0.63 
2025-05-02 09,0.47,NaN,0.10,-0.19,0.81,NaN,-0.63 
2025-05-02 10,0.43,NaN,0.10,-0.19,0.83,NaN,NaN 
2025-05-02 11,0.43,NaN,0.10,-0.19,0.70,NaN,-0.55 
2025-05-02 12,0.43,NaN,0.10,-0.19,0.40,NaN,-0.54 
2025-05-02 13,0.43,NaN,0.10,-0.19,0.06,NaN,-0.57 
2025-05-02 14,0.43,NaN,0.10,-0.19,-0.26,NaN,-0.59 
2025-05-02 15,0.44,NaN,0.10,-0.19,-0.59,NaN,NaN 
2025-05-02 16,0.45,NaN,0.10,-0.20,-0.86,NaN,-0.62 
2025-05-02 17,0.45,NaN,0.09,-0.20,-1.04,NaN,-0.63 
2025-05-02 18,0.47,NaN,0.10,-0.20,-0.86,NaN,-0.63 
2025-05-02 19,0.47,NaN,0.09,-0.20,-0.55,NaN,-0.63 
2025-05-02 20,0.48,NaN,0.09,-0.20,-0.05,NaN,-0.63 
2025-05-02 21,0.50,NaN,0.10,-0.20,0.33,NaN,-0.63 
2025-05-02 22,0.50,NaN,0.10,-0.20,0.48,NaN,-0.63 
2025-05-02 23,0.50,NaN,0.09,-0.20,0.56,NaN,-0.63 
2025-05-03 00,0.50,NaN,0.09,-0.20,0.43,NaN,NaN 
2025-05-03 01,0.50,NaN,0.09,-0.20,0.16,NaN,-0.61 
2025-05-03 02,0.50,NaN,0.10,-0.20,-0.13,NaN,NaN 
2025-05-03 03,0.51,NaN,0.10,-0.21,-0.30,NaN,-0.60 
2025-05-03 04,0.53,NaN,0.10,-0.21,-0.46,NaN,NaN 
2025-05-03 05,0.54,NaN,0.09,-0.21,-0.43,NaN,NaN 
2025-05-03 06,0.56,NaN,0.10,-0.21,-0.15,NaN,NaN 
2025-05-03 07,0.53,NaN,0.10,-0.21,0.11,NaN,-0.57 
2025-05-03 08,0.48,NaN,0.10,-0.21,0.37,NaN,-0.56 
2025-05-03 09,0.48,NaN,0.11,-0.21,0.62,NaN,NaN 
2025-05-03 10,0.49,NaN,0.11,-0.21,0.69,NaN,NaN 
2025-05-03 11,0.50,NaN,0.11,-0.21,0.62,NaN,-0.40 
2025-05-03 12,0.50,NaN,0.10,-0.21,0.46,NaN,NaN 
2025-05-03 13,0.50,NaN,0.10,-0.21,0.18,NaN,-0.32 
2025-05-03 14,0.49,NaN,0.10,-0.21,-0.14,NaN,-0.33 
2025-05-03 15,0.48,NaN,0.10,-0.21,-0.42,NaN,NaN 
2025-05-03 16,0.49,NaN,0.10,-0.21,-0.69,NaN,NaN 
2025-05-03 17,0.49,NaN,0.11,-0.21,-0.86,NaN,-0.38 
2025-05-03 18,0.50,NaN,0.11,-0.22,-0.88,NaN,-0.41 
2025-05-03 19,0.51,NaN,0.10,-0.22,-0.72,NaN,-0.43 
2025-05-03 20,0.52,NaN,0.10,-0.22,-0.47,NaN,-0.45 
2025-05-03 21,0.53,NaN,0.10,-0.22,0.07,NaN,-0.46 
2025-05-03 22,0.53,NaN,0.10,-0.22,0.32,NaN,-0.48 
2025-05-03 23,0.55,NaN,0.11,-0.22,0.41,NaN,-0.50 
2025-05-04 00,0.56,NaN,0.10,-0.22,0.42,NaN,-0.51 
2025-05-04 01,0.59,NaN,0.10,-0.22,0.31,NaN,-0.52 
2025-05-04 02,0.64,NaN,0.10,-0.22,0.13,NaN,-0.53 
2025-05-04 03,0.67,NaN,0.11,-0.22,-0.03,NaN,-0.53 
2025-05-04 04,0.67,NaN,0.11,-0.22,-0.20,NaN,-0.54 
